section,Row_ID,resource_type,author_id,conversation_id,created_at,id,in_reply_to_user_id,lang,possibly_sensitive,reply_settings,text,editable_until,edits_remaining,impression_count,is_edit_eligible,like_count,quote_count,reply_count,retweet_count,mentions_0_end,mentions_0_id,mentions_0_start,mentions_0_username,referenced_tweets_0_id,referenced_tweets_0_type,Right_section,Right_resource_type,Right_Row_ID,Right_created_at,description,followers_count,following_count,Right_id,listed_count,location,name,pinned_tweet_id,profile_image_url,protected,tweet_count,url,username,verified
includes,241,tweets,318841440,1581085194806652929,2022-10-15T00:51:00.000Z,1581085194806652929,23024272,en,0,everyone,"@ALDIAustralia can you help with assembly instructions for your Crane 54inch basketball system? There were no instructions in the box and can't find anything online",2022-10-15T01:21:00.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,70,2011-06-17T04:06:45.000Z,"Western Bulldogs fanatic, love sewing and teaching,learning photography being a mum and nannie.Enjoy being with good friends,good movies and love to laugh",196,330,318841440,4,"berwick,vic",Leonie Wainwright,"",https://pbs.twimg.com/profile_images/1174564435920244736/tehgE7lP_normal.jpg,0,6882,"",leoniew27,0
includes,216,tweets,1469928161945153537,1587997157478764544,2022-11-03T02:36:40.000Z,1587997157478764544,23024272,en,0,everyone,"@ALDIAustralia yo, is your website down or something?",2022-11-03T03:06:40.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,57,2021-12-12T07:13:02.000Z,"",0,10,1469928161945153537,0,"",my bum smells good,"",https://pbs.twimg.com/profile_images/1469928262356721665/biPpU5c-_normal.png,0,20,"",mybumsmellsgood,0
includes,224,tweets,948657180,1585781009408491520,2022-10-27T23:50:29.000Z,1585781009408491520,23024272,en,0,everyone,"@ALDIAustralia can you help? For weeks now, Aldi at Maroubra has not sorted out their trolley problem. All I ever get from the manager: I pass it on to the contractor. Problem: two sizes of trolleys that don't fit into each other, ie I can't return my trolley at car park level.",2022-10-28T00:20:29.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,62,2012-11-14T23:10:25.000Z,"La vida es un arco iris que incluye el negro!
A Grandmother for Refugees",16,242,948657180,0,"",Ingrid Zoebe,"",https://pbs.twimg.com/profile_images/933541856050327552/GoPVofED_normal.jpg,0,316,"",izoebe,0
includes,204,tweets,859712683188277248,1514757905446322180,2022-11-09T00:05:05.000Z,1590133338920333312,23024272,en,0,everyone,"@ALDIAustralia Guys, i have issue on my aldimobil. I can’t make call or receive call",2022-11-09T00:35:05.000Z,5,0,0,1,0,1,0,,,,,,,includes,users,51,2017-05-03T10:14:11.000Z,#invest in #crypto,17,139,859712683188277248,0,SAUDI ARABIA - AUSTRALIA,Nawaf Almutairi,"",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,281,"",Almutairi_au,0
includes,251,tweets,28883471,1579261922104340481,2022-10-10T00:05:58.000Z,1579261922104340481,23024272,en,0,everyone,@ALDIAustralia can I get a refund on a toothbrush which has stopped working after 2 months?  Do I just need to bring it into the store?,2022-10-10T00:35:58.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,74,2009-04-04T22:22:51.000Z,Business analyst focused on delighting customers. Balanced between analytical and creative to deliver efficient solutions through out of the box thinking.,33,30,28883471,1,"iPhone: -33.845840,151.211166",Gregor Erdmann,"",https://pbs.twimg.com/profile_images/188012309/resting_normal.jpg,0,282,http://t.co/rO6JsgSEuR,gregorerdmann,0
includes,115,tweets,1512984424480395266,1608709479302074370,2022-12-30T06:20:02.000Z,1608709479302074370,23024272,en,0,everyone,"@ALDIAustralia 

As if high inflation and interest rates aren’t hurting everyone enough, now Aldi seems to be grossly under-weighing their meat on a large scale.
Manager wasn’t concerned and asked me to get on the long checkout queue again to return it! https://t.co/VL4k5Lsr5K",2022-12-30T06:50:02.000Z,5,52,1,0,0,1,0,,,,,,,includes,users,7,2022-04-10T02:43:26.000Z,"",0,7,1512984424480395266,0,"Brisbane, Queensland",Rex Moore,"",https://pbs.twimg.com/profile_images/1513171489906106369/2zUqExqT_normal.jpg,0,3,"",MooreRexym,0
includes,235,tweets,1621518816,1582504862121873408,2022-10-18T22:52:15.000Z,1582504862121873408,23024272,en,0,everyone,@ALDIAustralia hello aldi the warranty contact support@scheppach.com.au do not respond. What is the alternative?,2022-10-18T23:22:15.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,67,2013-07-25T23:41:57.000Z,"",0,6,1621518816,0,"",greenhatter,"",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,21,"",greenbluehat,0
includes,119,tweets,749538238738542593,1608595525493993474,2022-12-29T22:47:14.000Z,1608595525493993474,23024272,en,0,everyone,"@ALDIAustralia Just wondering do you stock nestle milo cereal 700g? 

How much is it per box?",2022-12-29T23:17:14.000Z,5,42,1,0,0,1,0,,,,,,,includes,users,9,2016-07-03T09:40:16.000Z,Avid gamer,22,122,749538238738542593,0,Australia,HueghM,"",https://pbs.twimg.com/profile_images/749541112390389760/b5_-TEZk_normal.jpg,0,407,"",huegh_M,0
includes,206,tweets,54510248,1589737640341172225,2022-11-07T21:52:44.000Z,1589737640341172225,,en,0,everyone,"Hey @ALDIAustralia did the recipe for the Organic vanilla bean yoghurt change in the last few months? I know its a new packaging, It doesn't taste the same. I go to Aldi specifically for that yoghurt. Sad",2022-11-07T22:22:44.000Z,5,0,1,2,0,1,0,,,,,,,includes,users,52,2009-07-07T10:40:26.000Z,"Cartoonist, Comic Book, & Caricatures artist. Fan of vintage Pulp, Retro Sci-Fi, Sword & Sorcery. Dice Roller. 🇦🇺🏴‍☠️HAIL HYDRA!!",852,825,54510248,12,Sydney,SPENCER 🇦🇺,"",https://pbs.twimg.com/profile_images/1361568611173732352/jWrvFjav_normal.jpg,0,3437,https://t.co/bQqfNlktse,spencertoons,0
includes,155,tweets,305490310,1599303448721494016,2022-12-04T07:23:50.000Z,1599303448721494016,23024272,en,0,following,@ALDIAustralia hey I have no idea where to contact besides tagging you but I bought 2 pallets of cola (from different aldi stores) and both had some kinda messed up cans. And this can is especially funky looking. Friend had similar issues… Who am I supposed to email? Thanks! https://t.co/MSKNtRZBhI,2022-12-04T07:53:50.000Z,5,0,0,0,0,2,0,,,,,,,includes,users,27,2011-05-26T09:27:28.000Z,"I'm Jade & this is my personal account! @jadewyton is my art-only. any pronouns /disability carers dnf",381,430,305490310,6,Australia,HimBim 🏳️‍🌈🏳️‍⚧️,1605082657204760580,https://pbs.twimg.com/profile_images/1046034889487736832/hUWjIA1R_normal.jpg,0,46635,https://t.co/6zQnqWu6JA,cjadewyton,0
includes,188,tweets,3154049966,1593953517286621185,2022-11-19T13:05:07.000Z,1593953517286621185,23024272,en,0,everyone,"@ALDIAustralia 3/ I went looking for the manager and spoken with Asst Manager, she told me Ana was the shift mngr &amp; told me to complain on Monday. I asked if I can do by twitter, she said told do it on Monday. I hope you guys can read my complaint on how unprofessional Ana is 3/",2022-11-19T13:35:07.000Z,5,0,0,0,0,2,0,,,,,,,includes,users,43,2015-04-14T00:12:32.000Z,"",4,60,3154049966,0,"",Justine,"",https://pbs.twimg.com/profile_images/589356192859750400/qFugPWGb_normal.jpg,0,712,"",DaniJustg94,0
includes,192,tweets,150547216,1592785573936521218,2022-11-16T07:44:08.000Z,1592785573936521218,23024272,en,0,everyone,@ALDIAustralia I bought a braun headset a month back and adjustable head back is broken by itself. Pretty unhappy with the product quality. Tried lodge a complaint online but site always reverts to the feedback when I tried to upload a picture.,2022-11-16T08:14:08.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,45,2010-06-01T06:01:25.000Z,"",36,1050,150547216,1,"Hyderabad, India",Bharat Andalam,1328545461116891136,https://pbs.twimg.com/profile_images/1296312322567241733/_lbMo1ys_normal.jpg,0,121,"",Bharatand,0
includes,273,tweets,569545634,1575397339845754880,2022-09-29T08:09:29.000Z,1575397339845754880,23024272,en,0,everyone,@ALDIAustralia Found piece of blue plastic in my pasta sauce. Very concerning https://t.co/h3f2JFwyCL,2022-09-29T08:39:29.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,85,2012-05-03T00:29:14.000Z,Assistant Principal @ Stonyhurst Penang,35,83,569545634,2,"Clitheroe, England",James D. Mower,"",https://pbs.twimg.com/profile_images/1341819661080555521/bLXkQTkv_normal.jpg,0,19,https://t.co/qP9f5jIw0T,jamesdmower,0
includes,103,tweets,1574816076,1611212461927182339,2023-01-06T04:06:00.000Z,1611212461927182339,23024272,en,0,everyone,"@ALDIAustralia any chance we can get a store in Brisbane cbd anytime soon?? 

Sincerely, 
Busy working mum who loves Aldi but uses lunch breaks in the city to grocery shop, so has to resort to other available stores 👀",2023-01-06T04:36:00.000Z,5,15,1,0,0,1,0,,,,,,,includes,users,2,2013-07-07T10:24:08.000Z,"Interests include Sims, theology, philosophy, food, nutrition, make-up & the nuclear family.",44,46,1574816076,14,"Brisbane, Queensland",Bek Rasmussen,"",https://pbs.twimg.com/profile_images/1604583556281683968/2lIUanbA_normal.jpg,0,1207,https://t.co/3m2o6zhmoC,Bek_Razz,0
includes,291,tweets,34229243,1571776534687653888,2022-09-19T08:21:42.000Z,1571776534687653888,23024272,en,0,everyone,"@ALDIAustralia I wonder as there are Muslim Family's used by ALDI in advertising Family Feast etc-Are Aldi's Meat Products are Halal or Kosher? How do you provide feedback to ALDI Apart from Tweets?",2022-09-19T08:51:42.000Z,5,0,0,0,0,1,0,,,,,,,includes,users,94,2009-04-22T09:23:54.000Z,Fair GO and Justice together we survive with Amazing Followers and their Supports,91,767,34229243,0,"Sydney, New South Wales",Kintiq,1611102615504580609,https://pbs.twimg.com/profile_images/1404218517994364928/HsG-8eva_normal.jpg,0,4546,"",kintiq,0
includes,161,tweets,2424689690,1598248326381547520,2022-12-01T09:31:09.000Z,1598248326381547520,23024272,en,0,everyone,@ALDIAustralia I bought your dishwasher and right out of the box it was defective. I contacted your warranty people who made promises that haven’t been kept. It seems your product and your warranty is not worth the trouble caused by buying it.,2022-12-01T10:01:09.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,30,2014-04-03T02:53:39.000Z,"",3,2,2424689690,0,"",Michael,"",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,33,"",OptusMichael,0
includes,277,tweets,112611955,1575344252913332225,2022-09-29T04:38:33.000Z,1575344252913332225,23024272,en,0,everyone,@ALDIAustralia how can I beat contact you?,2022-09-29T05:08:33.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,87,2010-02-09T03:38:24.000Z,"News reporter, ABC Western Plains. Instagram @jen_browning",7501,1729,112611955,119,"",Jen Browning,"",https://pbs.twimg.com/profile_images/1108953016713895937/KTvvlM4p_normal.jpg,0,21345,https://t.co/m9nPiMABbg,jen_browning,1
includes,139,tweets,913450762222620672,1603937380167450624,2022-12-17T02:17:25.000Z,1603937380167450624,23024272,en,0,everyone,@ALDIAustralia I literally paid $6 for this …where’s the rest of it?? 🤣 https://t.co/hgyRF8RpMn,2022-12-17T02:47:25.000Z,5,33,1,0,0,1,0,,,,,,,includes,users,19,2017-09-28T17:10:07.000Z,𝗘𝗛 🌏 𝗔𝗨𝗦𝗧𝗥𝗔𝗟𝗜𝗔📍𝗧𝗪𝗘𝗡𝗧𝗬-𝗙𝗜𝗩𝗘 🥂,49,274,913450762222620672,0,"Brisbane, Queensland",Sophie Mason,"",https://pbs.twimg.com/profile_images/1599185340803469312/acMOsiJG_normal.jpg,0,434,https://t.co/EowUVLHc3X,Sophie26865,0
includes,169,tweets,1337952761409724417,1597464171578155008,2022-11-29T05:35:12.000Z,1597464171578155008,,en,0,everyone,"Oh no!!!
This 200 Million year old rock salt has just passed its “Best Before” date.

I suppose I should throw it out based on what ⁦@ALDIAustralia⁩ are trying to steer me towards. https://t.co/MOmLHZpYQL",2022-11-29T06:05:12.000Z,5,0,1,4,0,1,0,,,,,,,includes,users,34,2020-12-13T02:49:38.000Z,Their/There/They’re - Inheritor of White Privilege from ancestors who survived the Irish Potato Famine and anti Semitic Pogroms.,509,500,1337952761409724417,4,"",Exiled Englander,"",https://pbs.twimg.com/profile_images/1585763669492654080/sgjqIOMm_normal.jpg,0,1466,"",seamusmateus,0
includes,259,tweets,781019903574806529,1577865396337913857,2022-10-06T03:36:40.000Z,1577865396337913857,,en,0,everyone,"Dear @ALDIAustralia 

your bread is fekkn terrible",2022-10-06T04:06:40.000Z,5,0,1,2,0,1,0,,,,,,,includes,users,78,2016-09-28T06:37:10.000Z,"Trans Tasman living gratefully on Kaurna land
Always was, always will be",2715,2004,781019903574806529,9,"Adelaide, South Australia",Charlize Theroff,846082167939653632,https://pbs.twimg.com/profile_images/1564090675184152577/yMBrLW3K_normal.jpg,0,255607,"",CharlizeTheroff,0
includes,109,tweets,23152325,1609857343046418432,2023-01-02T10:21:14.000Z,1609857343046418432,23024272,en,0,everyone,@ALDIAustralia can you tell me how long this product would last UNopened? No expiration date on it. Thanks. https://t.co/RKaACocFun,2023-01-02T10:51:14.000Z,5,16,1,0,0,1,0,,,,,,,includes,users,5,2009-03-07T02:12:16.000Z,"",34,416,23152325,0,"",Natasha,"",https://pbs.twimg.com/profile_images/1265591857540665344/ED-sCFVo_normal.jpg,0,296,"",natasha_alena,0
includes,143,tweets,1669954190,1603204933746307072,2022-12-15T01:46:56.000Z,1603204933746307072,23024272,en,0,everyone,"@ALDIAustralia hey what happened to the canned champignon mushrooms in aldi stores? We can't find any",2022-12-15T02:16:56.000Z,5,0,1,0,0,1,0,,,,,,,includes,users,21,2013-08-14T08:46:28.000Z,idk,112,870,1669954190,7,"",Stirling Llorente 🐀,1342009831289364480,https://pbs.twimg.com/profile_images/1589513982049923075/9AUMYvkI_normal.jpg,0,41698,"",Stirling_89,0
includes,266,tweets,762900791459840000,1576361918704459776,2022-10-02T00:02:23.000Z,1576361918704459776,,en,0,everyone,"Hey @ALDIAustralia 
Can someone collect the dumped shopping trolley from my street? 
In front of 30 Francis Street, Darlinghurst, NSW https://t.co/qz4XNuP9EH",2022-10-02T00:32:23.000Z,5,0,1,3,0,1,1,,,,,,,includes,users,82,2016-08-09T06:38:17.000Z,"Sydney architect obsessed with history, travel, popular culture, food, art, landscapes... occasionally at @cityofsydney & @sydney_uni but all opinions my own",1428,2389,762900791459840000,22,"Sydney, New South Wales",Matt Devine,"",https://pbs.twimg.com/profile_images/1082749287673417728/Bs0zGgrM_normal.jpg,0,9262,https://t.co/leb6Lzox4G,matt_devine_,0
